,Energy,Occupation,s,p,d,f,g,h
466,1.3044,0.0000,0.707,0.293,0.0,0.0,0.0,0.0
467,1.4619,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
468,1.465,0.0000,0.737,0.263,0.0,0.0,0.0,0.0
469,0.9968,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
470,1.0669,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
471,3.75,0.0000,0.0,0.721,0.279,0.0,0.0,0.0
472,1.0515,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
473,0.8346,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
474,0.9238,0.0000,0.309,0.691,0.0,0.0,0.0,0.0
475,1.2142,0.0000,0.763,0.237,0.0,0.0,0.0,0.0
476,3.4236,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
477,3.5326,0.0000,0.692,0.308,0.0,0.0,0.0,0.0
478,6.8388,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
479,8.3793,0.0000,0.0,0.104,0.554,0.0,0.0,0.342
480,1.5971,0.0000,0.486,0.514,0.0,0.0,0.0,0.0
481,4.419,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
482,2.0342,0.0000,0.676,0.0,0.324,0.0,0.0,0.0
483,1.539,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
484,2.1743,0.0000,0.42,0.58,0.0,0.0,0.0,0.0
485,1.0882,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
486,0.7395,0.0000,0.297,0.703,0.0,0.0,0.0,0.0
487,1.8089,0.0000,0.605,0.395,0.0,0.0,0.0,0.0
488,0.5725,0.0000,0.433,0.567,0.0,0.0,0.0,0.0
489,1.4168,0.0000,0.48,0.52,0.0,0.0,0.0,0.0
490,1.1369,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
491,0.9094,0.0000,0.347,0.653,0.0,0.0,0.0,0.0
492,1.7311,0.0000,0.459,0.541,0.0,0.0,0.0,0.0
493,10.9569,0.0000,0.571,0.276,0.0,0.0,0.154,0.0
494,8.2679,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
495,1.8234,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
496,11.5002,0.0000,0.156,0.0,0.0,0.0,0.844,0.0
497,8.7828,0.0000,0.0,0.105,0.0,0.0,0.0,0.895
498,1.565,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
499,11.5142,0.0000,0.649,0.174,0.0,0.0,0.177,0.0
500,0.7745,0.0000,0.297,0.703,0.0,0.0,0.0,0.0
501,0.7142,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
502,0.7547,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
503,3.8778,0.0000,0.729,0.0,0.271,0.0,0.0,0.0
504,6.8714,0.0000,0.355,0.316,0.329,0.0,0.0,0.0
505,1.0767,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
506,3.4899,0.0000,1.0,0.0,0.0,0.0,0.0,0.0
507,6.9083,0.0000,0.0,0.12,0.729,0.15,0.0,0.0
508,1.0817,0.0000,0.0,1.0,0.0,0.0,0.0,0.0
